accuracy,loss,val_accuracy,val_loss,learning_rate
0.4260677993297577,1.5709631443023682,0.28926393389701843,1.382497787475586,0.0010000000474974513
0.384424090385437,1.3859872817993164,0.4681200087070465,1.4548581838607788,0.0010000000474974513
0.42905545234680176,1.3426806926727295,0.4147523045539856,1.279691457748413,0.0010000000474974513
0.44217449426651,1.0915677547454834,0.38654476404190063,1.0900824069976807,0.0010000000474974513
0.47093284130096436,1.096073865890503,0.46202531456947327,1.2667423486709595,0.0010000000474974513
0.46786174178123474,0.9713780879974365,0.5021878480911255,0.9924106001853943,0.0010000000474974513
0.5536361336708069,0.9191019535064697,0.7094077467918396,0.8431189656257629,0.0010000000474974513
0.5667217373847961,0.9926555156707764,0.44991403818130493,1.1931177377700806,0.0010000000474974513
0.5779547095298767,0.8812314867973328,0.47999686002731323,1.2618107795715332,0.0010000000474974513
0.5706941485404968,0.942226767539978,0.720737636089325,0.8589115142822266,0.0010000000474974513
